"treatKey","cowKey","treatDate","treatType","VF","reason","diseaseKey","comment","Cost","WitholdingPeriod"
"747","221","1992-10-20 00:00:00","T_INTR","FARMER","MASTAL","","","",""
"748","221","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"752","222","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"753","222","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"754","222","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"755","222","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"756","222","1992-05-15 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"757","222","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"760","223","1993-04-01 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"761","223","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"762","223","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"763","223","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"764","224","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"765","224","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"766","224","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"767","224","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"768","224","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"770","225","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"771","225","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"772","225","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"776","226","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"777","226","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"778","226","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"786","227","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"787","227","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"790","227","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"792","228","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"793","228","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"794","228","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"795","228","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"797","229","1993-04-01 00:00:00","T_META","FARMER","CALCUM","","","",""
"798","229","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"799","229","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"800","229","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"803","229","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"804","229","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"805","229","1992-03-20 00:00:00","T_META","FARMER","CALCUM","","Pre-calvg","",""
"809","230","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"810","230","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"811","230","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"812","230","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"813","230","1992-07-09 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"814","230","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"815","231","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"816","231","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"817","232","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"818","232","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"819","233","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"820","233","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"821","233","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"823","234","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"824","234","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"825","234","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"826","234","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"830","236","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"831","236","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"832","236","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"833","237","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"834","237","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"835","237","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"836","237","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"837","237","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"838","237","1993-04-26 00:00:00","T_META","FARMER","CALCUM","","3 bottles","",""
"839","238","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"840","238","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"841","238","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"842","238","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"843","238","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"844","238","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"845","239","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"846","239","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"847","239","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"850","239","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"851","239","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"854","240","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"855","240","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"858","240","1992-04-05 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"859","240","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"860","240","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"861","240","1991-01-10 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"863","241","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"864","241","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"867","242","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"868","242","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"871","243","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"872","243","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"876","244","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"877","244","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"878","244","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"879","244","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"881","245","1993-04-18 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"882","245","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"883","245","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"884","245","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"885","245","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"886","245","1992-08-20 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"887","245","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"889","246","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"890","246","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"892","247","1993-09-07 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"893","247","1993-09-21 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"894","248","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"895","248","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"896","248","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"899","248","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"900","249","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"901","249","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"902","249","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"903","249","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"905","250","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"906","250","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"907","250","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"908","251","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"909","251","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"910","251","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"911","251","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"914","252","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"915","252","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"916","253","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"917","253","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"918","253","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"920","254","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"921","254","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"922","254","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"924","255","1993-04-16 00:00:00","T_META","FARMER","CALCUM","","","",""
"925","255","1993-04-16 00:00:00","T_META","FARMER","PROPYLGLYC","","","",""
"926","255","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"927","255","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"928","255","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"935","256","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"936","256","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"937","256","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"938","256","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"939","256","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"945","257","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"946","257","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"947","257","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"952","258","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"953","258","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"954","258","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"955","258","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"956","258","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"958","259","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"959","259","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"960","259","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"963","260","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"964","260","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"965","261","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"966","261","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"967","261","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"968","261","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"969","261","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"977","262","1993-03-24 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"978","262","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"979","262","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"980","262","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"981","262","1992-03-22 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"982","262","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"983","262","1992-08-26 00:00:00","T_ANTB","FARMER","PENSA","","mylipen","",""
"984","262","1992-09-26 00:00:00","T_ANTB","FARMER","PENSA","","mylipen","",""
"985","262","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"986","263","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"987","263","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"988","263","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"989","263","1992-03-24 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"990","263","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"991","263","1992-08-05 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"992","263","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"997","264","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"998","264","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"999","264","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1000","264","1992-08-13 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1001","264","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1004","265","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1005","265","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1006","265","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1007","265","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1008","266","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1009","266","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1012","266","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1015","267","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1016","267","1993-07-21 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1017","267","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1018","267","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1019","267","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1020","267","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1023","268","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1024","268","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1027","268","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1028","269","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1029","269","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1031","270","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1032","270","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1033","270","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1040","271","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1041","271","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1042","271","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1043","271","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1044","271","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1045","272","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1046","272","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1047","272","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1048","272","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1053","273","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1054","273","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1055","273","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1057","274","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1058","274","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1059","274","1994-02-08 00:00:00","T_ANTB","FARMER","PENSA","","Intracillin","",""
"1062","274","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1064","275","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1065","275","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1066","275","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1069","276","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1070","276","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1071","276","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1072","277","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1073","277","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1074","277","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1081","278","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1082","278","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1083","278","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1087","279","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1088","279","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1089","279","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1090","279","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1091","279","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1092","280","1993-03-26 00:00:00","T_ANTB","FARMER","PENSA","","30ml mylipen","",""
"1093","280","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1094","280","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1095","280","1993-10-21 00:00:00","T_HORM","FARMER","CIDR","","","",""
"1096","280","1994-02-01 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1097","280","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1098","281","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1099","281","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1100","281","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1101","281","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1103","282","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1104","282","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1105","282","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1106","283","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1107","283","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1108","283","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1109","284","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1110","284","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1111","284","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1114","285","1993-03-30 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"1115","285","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1116","285","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1118","286","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1119","286","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1122","286","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1126","287","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1127","287","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1128","287","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1130","288","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1131","288","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1132","288","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1133","288","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1134","288","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1137","289","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1138","289","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1139","289","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1140","289","1992-03-10 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"1141","289","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1142","289","1992-10-13 00:00:00","T_INTR","FARMER","MASTAL","","","",""
"1143","289","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1145","290","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1146","290","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1147","290","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1149","291","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1150","291","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1151","292","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1152","292","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1153","292","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1154","292","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1156","293","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"1157","293","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1158","293","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1159","293","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1160","293","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1161","293","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"1163","294","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1164","294","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1165","294","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1168","294","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1169","295","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1170","295","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1171","295","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1172","295","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1174","296","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1175","296","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1176","296","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1178","297","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1179","297","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1182","298","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1183","298","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1184","298","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1186","299","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1187","299","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1188","299","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1189","299","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1190","300","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1191","300","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1192","300","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1194","301","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1195","301","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1201","302","1993-04-18 00:00:00","T_META","FARMER","CALCUM","","2 bottles","",""
"1202","302","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1203","302","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1204","302","1992-04-05 00:00:00","T_META","FARMER","MAGNES","","2bottles in skin","",""
"1205","302","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1206","302","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1209","303","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1210","303","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1213","304","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1214","304","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1215","304","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1218","304","1992-04-10 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1219","304","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1220","304","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1221","304","1993-05-11 00:00:00","T_META","FARMER","CALCUM","","1 bottle","",""
"1224","305","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1225","305","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1227","306","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1228","306","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1230","307","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1231","307","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1232","308","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1233","308","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1234","308","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1235","308","1992-03-25 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"1236","308","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1237","308","1992-07-09 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"1238","308","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1241","309","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1242","309","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1243","309","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1244","309","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1248","310","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1249","310","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
