psmKey,cowKey,psmCalvDate,psmDate,comment
1878,654,18/03/91,1/06/91,
1885,656,10/03/93,1/06/93,
1886,656,,1/06/92,
1897,660,15/04/93,1/06/93,
1898,660,,1/06/92,
1903,661,,1/06/93,
1968,720,24/03/93,1/06/93,
1969,720,,1/06/92,
1973,721,14/03/93,1/06/93,
1974,721,6/03/92,1/06/92,
1975,721,,4/06/91,
1983,723,12/05/93,1/06/93,
1984,723,2/04/92,1/06/92,
1985,723,15/03/91,1/06/91,
1989,724,1/04/93,1/06/93,
1990,724,,1/06/92,
1995,725,,1/06/93,
2000,726,,1/06/93,
