ServKey,CowKey,servDate,servType,Sire,Technician,Batch,comment,HeatObservedBy,HeatDetectionMethod,HeatDetectionCertainty,HoursSinceObservedHeat,SemenType,SemenStorage,SemenUnitCost,TimeOfAI,SplitStraw,DateHeatDetected
2638,628,24/06/91,AI,86279,DCBA,,,,,,,,,,,,
2639,628,16/07/91,NM,,,,,,,,,,,,,,
2650,630,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2660,632,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
2661,632,2/06/92,AI,87208,DCBA,,,,,,,,,,,,
2662,632,3/06/91,AI,86279,,,,,,,,,,,,,
2663,632,23/06/91,AI,86279,DCBA,,,,,,,,,,,,
2672,633,8/06/93,AI,,DCBA,,,,,,,,,,,,
2673,633,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
2674,633,28/06/93,AI,87284,JILL,,,,,,,,,,,,
2675,633,16/06/92,AI,87224,DCBA,,,,,,,,,,,,
2676,633,8/07/92,AI,88269,DCBA,,,,,,,,,,,,
2677,633,20/07/92,NM,0,,,,,,,,,,,,,
2678,633,4/06/91,AI,84264,,,,,,,,,,,,,
2679,633,19/06/91,AI,83283,,,,,,,,,,,,,
2680,633,23/06/91,AI,86279,,,,,,,,,,,,,
2687,634,20/06/93,AI,87203,DCBA,,,,,,,,,,,,
2688,634,15/07/93,NM,,,,,,,,,,,,,,
2689,634,11/06/92,AI,86279,JILL,,,,,,,,,,,,
2690,634,3/06/91,AI,86279,,,,,,,,,,,,,
2691,634,25/06/91,AI,85203,DCBA,,,,,,,,,,,,
2692,634,17/07/91,NM,,,,,,,,,,,,,,
2704,636,18/06/93,AI,,DCBA,,,,,,,,,,,,
2705,636,22/06/93,AI,88241,DCBA,,,,,,,,,,,,
2706,636,11/07/93,AI,88269,DCBA,,,,,,,,,,,,
2707,636,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
2718,637,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
2738,646,18/06/93,AI,87203,DCBA,,,,,,,,,,,,
2739,646,8/07/93,AI,87203,DCBA,,,,,,,,,,,,
2740,646,4/06/92,AI,87208,DCBA,,,,,,,,,,,,
2755,651,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
2756,651,27/06/93,AI,88269,DCBA,,,,,,,,,,,,
2757,651,5/06/92,AI,86279,DCBA,,,,,,,,,,,,
2765,654,6/06/93,AI,88241,DCBA,,,,,,,,,,,,
2766,654,23/06/92,AI,87224,DCBA,,,,,,,,,,,,
2767,654,9/08/91,NM,,,,,,,,,,,,,,
2776,656,4/06/93,AI,88241,DCBA,,,,,,,,,,,,
2777,656,3/06/92,AI,87208,DCBA,,,,,,,,,,,,
2789,660,8/06/93,AI,,DCBA,,,,,,,,,,,,
2790,660,13/06/93,AI,88225,DCBA,,,,,,,,,,,,
2791,660,3/07/93,AI,88269,DCBA,,,,,,,,,,,,
2797,661,3/06/93,AI,88269,DCBA,,,,,,,,,,,,
2982,720,19/06/93,AI,87203,DCBA,,,,,,,,,,,,
2983,720,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
2995,721,11/06/93,AI,88225,DCBA,,,,,,,,,,,,
2996,721,1/07/93,AI,88225,DCBA,,,,,,,,,,,,
2997,721,21/07/93,NM,,,,,,,,,,,,,,
2998,721,1/06/92,AI,87224,DCBA,,,,,,,,,,,,
2999,721,4/06/91,AI,83283,DCBA,,,,,,,,,,,,
3021,723,1/06/93,AI,88269,DCBA,,,,,,,,,,,,
3022,723,24/06/93,AI,88241,DCBA,,,,,,,,,,,,
3023,723,28/06/92,NM,0,,,,,,,,,,,,,
3024,723,28/07/92,NM,0,,,,,,,,,,,,,
3025,723,20/06/91,AI,85264,DCBA,,,,,,,,,,,,
3038,724,3/06/93,AI,,DCBA,,,,,,,,,,,,
3039,724,16/06/93,AI,88269,DCBA,,,,,,,,,,,,
3040,724,10/07/93,AI,88225,DCBA,,,,,,,,,,,,
3041,724,3/06/92,AI,87233,DCBA,,,,,,,,,,,,
3047,725,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
3054,726,2/06/93,AI,88269,DCBA,,,,,,,,,,,,
