CalvKey,CowKey,calvDate,calvType,assist,estimated,comment,VF,ObservedFM,AbortionCause,CalvingEase
1107,509,17/03/93,NORMAL,,0,,,,,
1108,509,24/03/92,NORMAL,,0,,,,,
1109,509,10/03/91,NORMAL,,0,,,,,
1124,513,21/03/93,NORMAL,MINOR,0,,,,,
1129,514,11/03/93,NORMAL,,0,,,,,
1140,517,19/03/93,NORMAL,,0,,,,,
1141,517,2/04/92,NORMAL,,0,,,,,
1150,519,26/03/93,NORMAL,,0,,,,,
1151,519,25/03/92,INDUCE,,0,,,,,
1152,519,5/05/91,NORMAL,,0,,,,,
1160,521,28/02/94,NORMAL,,0,,,,,
1173,527,16/04/93,NORMAL,,0,,,,,
1174,527,16/03/92,NORMAL,,0,,,,,
1175,527,16/03/91,NORMAL,,0,,,,,
1180,528,19/03/93,NORMAL,,0,,,,,
1181,528,7/05/92,NORMAL,,0,,,,,
1182,528,20/03/91,NORMAL,,0,,,,,
1194,535,11/03/93,NORMAL,,0,,,,,
1195,535,25/04/92,NORMAL,,0,,,,,
1196,535,8/03/91,NORMAL,,0,,,,,
1212,544,17/04/93,NORMAL,,0,,,,,
1213,544,19/03/92,NORMAL,,0,,,,,
1214,544,13/03/91,NORMAL,,0,,,,,
1234,555,29/03/93,NORMAL,,0,,,,,
1240,557,1/04/93,NORMAL,,0,,,,,
1241,557,2/03/92,NORMAL,,0,,,,,
1242,557,6/03/91,NORMAL,,0,,,,,
1250,559,18/05/93,NORMAL,,0,,,,,
1251,559,23/03/92,NORMAL,,0,,,,,
1252,559,29/03/91,NORMAL,,0,,,,,
1338,603,31/03/93,NORMAL,,0,,,,,
1339,603,11/04/92,NORMAL,,0,,,,,
1340,603,1/03/91,NORMAL,,0,,,,,
1350,607,12/03/93,NORMAL,,0,,,,,
1351,607,2/03/92,NORMAL,,0,,,,,
1352,607,14/03/91,NORMAL,,0,,,,,
1357,608,23/03/93,NORMAL,,0,,,,,
1358,608,19/03/92,NORMAL,,0,,,,,
1359,608,5/05/91,NORMAL,,0,,,,,
1369,611,29/03/93,NORMAL,,0,,,,,
1370,611,5/03/92,NORMAL,,0,,,,,
1371,611,6/03/91,NORMAL,,0,,,,,
1376,612,8/04/93,NORMAL,,0,,,,,
1377,612,19/04/92,NORMAL,,0,,,,,
1381,613,24/03/93,NORMAL,,0,,,,,
1385,614,9/05/93,NORMAL,,0,,,,,
1386,614,3/03/92,NORMAL,,0,,,,,
1400,618,1/05/93,NORMAL,,0,,,,,
1401,618,28/03/92,NORMAL,,0,,,,,
1410,620,22/03/93,NORMAL,,0,,,,,
1411,620,17/03/92,NORMAL,,0,,,,,
1412,620,3/04/91,NORMAL,,0,,,,,
1417,621,25/03/93,NORMAL,,0,,,,,
1424,623,15/03/93,NORMAL,,0,,,,,
1425,623,12/03/92,NORMAL,,0,,,,,
1435,627,28/03/93,NORMAL,,0,,,,,
1436,627,18/03/92,NORMAL,,0,,,,,
1441,628,20/05/93,NORMAL,,0,,,,,
1442,628,20/04/92,NORMAL,,0,,,,,
1443,628,18/03/91,NORMAL,,0,,,,,
1457,632,11/03/93,NORMAL,,0,,,,,
1458,632,21/03/92,NORMAL,,0,,,,,
1459,632,22/03/91,NORMAL,,0,,,,,
1463,633,25/04/93,NORMAL,,0,,,,,
1464,633,27/02/92,NORMAL,,0,,,,,
1465,633,2/04/91,NORMAL,,0,,,,,
1470,634,15/03/93,NORMAL,,0,,,,,
1471,634,12/04/92,NORMAL,,0,,,,,
1472,634,30/04/91,NORMAL,,0,,,,,
1479,636,1/04/93,NORMAL,,0,,,,,
1495,646,26/02/93,NORMAL,,0,,,,,
1504,651,12/03/93,NORMAL,,0,,,,,
1505,651,8/10/91,NORMAL,,0,,,,,
1511,654,8/04/93,NORMAL,,0,,,,,
1512,654,25/03/92,INDUCE,,0,,,,,
1513,654,18/03/91,NORMAL,,0,,,,,
1519,656,10/03/93,NORMAL,,0,,,,,
1527,660,15/04/93,NORMAL,,0,,,,,
1631,720,24/03/93,NORMAL,,0,,,,,
1635,721,14/03/93,NORMAL,,0,,,,,
1636,721,6/03/92,NORMAL,,0,,,,,
1642,723,12/05/93,NORMAL,,0,,,,,
1643,723,2/04/92,NORMAL,,0,,,,,
1644,723,15/03/91,NORMAL,,0,,,,,
1648,724,1/04/93,NORMAL,,0,,,,,
