psmKey,cowKey,psmCalvDate,psmDate,comment
54,57,,"06/01/08 00:00:00",
55,58,,"06/01/08 00:00:00",
56,59,,"06/01/08 00:00:00",
57,60,,"06/01/08 00:00:00",
58,61,,"06/01/08 00:00:00",
59,62,,"06/01/08 00:00:00",
60,63,,"06/01/08 00:00:00",
61,64,,"06/01/08 00:00:00",
62,65,"03/27/08 00:00:00","06/01/08 00:00:00",
63,65,"04/30/07 00:00:00","06/01/07 00:00:00",
64,65,"03/20/06 00:00:00","06/01/06 00:00:00",
65,66,"03/23/07 00:00:00","06/01/07 00:00:00",
66,66,"03/22/06 00:00:00","06/01/06 00:00:00",
67,67,"04/18/08 00:00:00","06/01/08 00:00:00",
68,67,"05/05/07 00:00:00","06/01/07 00:00:00",
69,67,"03/09/06 00:00:00","06/01/06 00:00:00",
70,68,"05/12/07 00:00:00","06/01/07 00:00:00",
71,68,"03/21/06 00:00:00","06/01/06 00:00:00",
72,69,"03/24/07 00:00:00","06/01/07 00:00:00",
73,69,"03/20/06 00:00:00","06/01/06 00:00:00",
74,70,"03/25/08 00:00:00","06/01/08 00:00:00",
75,70,"03/17/07 00:00:00","06/01/07 00:00:00",
76,70,"03/13/06 00:00:00","06/01/06 00:00:00",
77,71,"04/07/08 00:00:00","06/01/08 00:00:00",
78,71,"03/08/07 00:00:00","06/01/07 00:00:00",
79,71,"03/10/06 00:00:00","06/01/06 00:00:00",
80,72,"03/06/07 00:00:00","06/01/07 00:00:00",
81,72,"03/05/06 00:00:00","06/01/06 00:00:00",
82,73,"03/16/07 00:00:00","06/01/07 00:00:00",
83,73,"04/28/06 00:00:00","06/01/06 00:00:00",
84,74,"04/17/08 00:00:00","06/01/08 00:00:00",
85,74,"03/18/07 00:00:00","06/01/07 00:00:00",
86,74,"03/28/06 00:00:00","06/01/06 00:00:00",
87,75,"03/11/07 00:00:00","06/01/07 00:00:00",
88,75,"03/19/06 00:00:00","06/01/06 00:00:00",
89,76,"03/04/07 00:00:00","06/01/07 00:00:00",
90,76,,"06/04/06 00:00:00",
91,77,"03/22/07 00:00:00","06/01/07 00:00:00",
92,77,"04/09/06 00:00:00","06/01/06 00:00:00",
93,78,"04/07/07 00:00:00","06/01/07 00:00:00",
94,78,"04/30/06 00:00:00","06/01/06 00:00:00",
95,79,"03/25/07 00:00:00","06/01/07 00:00:00",
96,79,"03/11/06 00:00:00","06/01/06 00:00:00",
97,80,"04/15/07 00:00:00","06/01/07 00:00:00",
98,80,"03/25/06 00:00:00","06/01/06 00:00:00",
99,81,"04/07/08 00:00:00","06/01/08 00:00:00",
100,81,"03/17/07 00:00:00","06/01/07 00:00:00",
101,81,"03/20/06 00:00:00","06/01/06 00:00:00",
102,82,"03/24/07 00:00:00","06/01/07 00:00:00",
103,82,"04/19/06 00:00:00","06/01/06 00:00:00",
104,83,"04/07/08 00:00:00","06/01/08 00:00:00",
105,83,"03/25/07 00:00:00","06/01/07 00:00:00",
106,83,"03/20/06 00:00:00","06/01/06 00:00:00",
107,84,"04/03/07 00:00:00","06/01/07 00:00:00",
108,84,"03/30/06 00:00:00","06/01/06 00:00:00",
109,85,"03/14/07 00:00:00","06/01/07 00:00:00",
110,85,"03/09/06 00:00:00","06/01/06 00:00:00",
111,86,"04/19/07 00:00:00","06/01/07 00:00:00",
112,86,"03/20/06 00:00:00","06/01/06 00:00:00",
113,87,"03/10/06 00:00:00","06/01/06 00:00:00",
114,88,"05/08/07 00:00:00","06/01/07 00:00:00",
115,88,"02/28/06 00:00:00","06/01/06 00:00:00",
116,89,"04/10/08 00:00:00","06/01/08 00:00:00",
117,89,"03/23/07 00:00:00","06/01/07 00:00:00",
118,89,"04/18/06 00:00:00","06/01/06 00:00:00",
119,90,"03/14/07 00:00:00","06/01/07 00:00:00",
120,90,,"06/04/06 00:00:00",
121,91,"03/22/07 00:00:00","06/01/07 00:00:00",
122,91,"03/27/06 00:00:00","06/01/06 00:00:00",
123,92,"05/02/07 00:00:00","06/01/07 00:00:00",
124,92,,"06/04/06 00:00:00",
125,93,"04/13/07 00:00:00","06/01/07 00:00:00",
126,93,"03/11/06 00:00:00","06/01/06 00:00:00",
127,94,"04/03/08 00:00:00","06/01/08 00:00:00",
128,94,"04/25/07 00:00:00","06/01/07 00:00:00",
129,94,"03/22/06 00:00:00","06/01/06 00:00:00",
130,95,"03/19/07 00:00:00","06/01/07 00:00:00",
131,95,"03/08/06 00:00:00","06/01/06 00:00:00",
132,96,"04/07/08 00:00:00","06/01/08 00:00:00",
133,96,"04/16/07 00:00:00","06/01/07 00:00:00",
134,96,"04/10/06 00:00:00","06/01/06 00:00:00",
135,97,"03/20/07 00:00:00","06/01/07 00:00:00",
136,97,"03/15/06 00:00:00","06/01/06 00:00:00",
137,98,"04/25/08 00:00:00","06/01/08 00:00:00",
138,98,"03/16/07 00:00:00","06/01/07 00:00:00",
139,98,"04/05/06 00:00:00","06/01/06 00:00:00",
140,99,"02/28/07 00:00:00","06/01/07 00:00:00",
141,99,"03/14/06 00:00:00","06/01/06 00:00:00",
142,100,"03/09/07 00:00:00","06/01/07 00:00:00",
143,100,"03/18/06 00:00:00","06/01/06 00:00:00",
144,101,"03/17/08 00:00:00","06/01/08 00:00:00",
145,101,"03/05/07 00:00:00","06/01/07 00:00:00",
146,101,"03/04/06 00:00:00","06/01/06 00:00:00",
147,102,"04/08/08 00:00:00","06/01/08 00:00:00",
148,102,"04/22/07 00:00:00","06/01/07 00:00:00",
149,102,"03/29/06 00:00:00","06/01/06 00:00:00",
150,103,"05/03/08 00:00:00","06/01/08 00:00:00",
151,103,"05/03/08 00:00:00","11/01/08 00:00:00",
152,103,"03/03/07 00:00:00","06/01/07 00:00:00",
153,103,"05/01/06 00:00:00","06/01/06 00:00:00",
154,104,"04/22/08 00:00:00","06/01/08 00:00:00",
155,104,"05/11/07 00:00:00","06/01/07 00:00:00",
156,104,"04/01/06 00:00:00","06/01/06 00:00:00",
157,105,"05/03/08 00:00:00","06/01/08 00:00:00",
158,105,"05/03/08 00:00:00","11/01/08 00:00:00",
159,105,"05/03/07 00:00:00","06/01/07 00:00:00",
160,105,"04/08/06 00:00:00","06/01/06 00:00:00",
161,106,"03/15/08 00:00:00","06/01/08 00:00:00",
162,106,"03/11/07 00:00:00","06/01/07 00:00:00",
163,106,"03/05/06 00:00:00","06/01/06 00:00:00",
164,107,"04/17/08 00:00:00","06/01/08 00:00:00",
165,107,"05/13/07 00:00:00","06/01/07 00:00:00",
166,107,"04/20/06 00:00:00","06/01/06 00:00:00",
167,108,"05/09/08 00:00:00","06/01/08 00:00:00",
168,108,"05/09/08 00:00:00","11/01/08 00:00:00",
169,108,"04/29/07 00:00:00","06/01/07 00:00:00",
170,108,"04/19/06 00:00:00","06/01/06 00:00:00",
171,109,"05/18/08 00:00:00","06/01/08 00:00:00",
172,109,"05/05/07 00:00:00","06/01/07 00:00:00",
173,109,"04/12/06 00:00:00","06/01/06 00:00:00",
174,110,"04/02/08 00:00:00","06/01/08 00:00:00",
175,110,"04/02/08 00:00:00","11/01/08 00:00:00",
176,110,"09/29/06 00:00:00","06/01/07 00:00:00",
178,111,"03/15/08 00:00:00","06/01/08 00:00:00",
179,111,"04/02/07 00:00:00","06/01/07 00:00:00",
180,111,"03/07/06 00:00:00","06/01/06 00:00:00",
181,112,"03/13/08 00:00:00","06/01/08 00:00:00",
182,112,"03/13/08 00:00:00","11/01/08 00:00:00",
183,112,"03/24/07 00:00:00","06/01/07 00:00:00",
184,112,,"06/04/06 00:00:00",
185,113,"03/22/08 00:00:00","06/01/08 00:00:00",
186,113,"03/24/07 00:00:00","06/01/07 00:00:00",
187,113,"03/26/06 00:00:00","06/01/06 00:00:00",
189,114,"03/28/08 00:00:00","06/01/08 00:00:00",
190,114,"03/23/07 00:00:00","06/01/07 00:00:00",
191,114,"04/19/06 00:00:00","06/01/06 00:00:00",
192,115,"03/06/08 00:00:00","06/01/08 00:00:00",
193,115,"03/06/08 00:00:00","11/01/08 00:00:00",
194,115,"03/17/07 00:00:00","06/01/07 00:00:00",
195,115,"03/28/06 00:00:00","06/01/06 00:00:00",
196,116,"05/08/08 00:00:00","06/01/08 00:00:00",
197,116,"05/08/08 00:00:00","11/01/08 00:00:00",
198,116,"03/16/07 00:00:00","06/01/07 00:00:00",
199,116,"03/21/06 00:00:00","06/01/06 00:00:00",
200,117,"03/20/08 00:00:00","06/01/08 00:00:00",
201,117,"03/20/08 00:00:00","11/01/08 00:00:00",
202,117,"03/07/07 00:00:00","06/01/07 00:00:00",
203,117,,"06/04/06 00:00:00",
204,118,"04/03/08 00:00:00","06/01/08 00:00:00",
205,118,"04/10/07 00:00:00","06/01/07 00:00:00",
206,118,,"06/04/06 00:00:00",
207,119,"03/28/08 00:00:00","06/01/08 00:00:00",
208,119,"03/28/08 00:00:00","11/01/08 00:00:00",
209,119,"04/06/07 00:00:00","06/01/07 00:00:00",
210,119,"04/07/06 00:00:00","06/01/06 00:00:00",
211,120,"05/09/08 00:00:00","06/01/08 00:00:00",
212,120,"04/26/07 00:00:00","06/01/07 00:00:00",
213,120,"03/20/06 00:00:00","06/01/06 00:00:00",
214,121,"04/07/08 00:00:00","06/01/08 00:00:00",
215,121,"03/25/07 00:00:00","06/01/07 00:00:00",
216,121,"04/21/06 00:00:00","06/01/06 00:00:00",
217,122,"04/09/08 00:00:00","06/01/08 00:00:00",
218,122,"04/21/07 00:00:00","06/01/07 00:00:00",
219,122,"03/09/06 00:00:00","06/01/06 00:00:00",
220,123,"03/06/08 00:00:00","06/01/08 00:00:00",
221,123,"03/06/08 00:00:00","11/01/08 00:00:00",
222,123,"03/04/07 00:00:00","06/01/07 00:00:00",
223,123,"03/01/06 00:00:00","06/01/06 00:00:00",
224,124,"04/15/08 00:00:00","06/01/08 00:00:00",
225,124,"04/15/08 00:00:00","11/01/08 00:00:00",
226,124,"04/30/07 00:00:00","06/01/07 00:00:00",
227,124,"03/13/06 00:00:00","06/01/06 00:00:00",
228,125,"04/15/08 00:00:00","06/01/08 00:00:00",
229,125,"03/03/07 00:00:00","06/01/07 00:00:00",
230,125,,"06/04/06 00:00:00",
231,126,"03/13/08 00:00:00","06/01/08 00:00:00",
232,126,"03/09/07 00:00:00","06/01/07 00:00:00",
233,126,,"06/04/06 00:00:00",
234,127,"03/22/08 00:00:00","06/01/08 00:00:00",
235,127,"03/22/08 00:00:00","11/01/08 00:00:00",
236,127,"03/31/07 00:00:00","06/01/07 00:00:00",
237,127,"03/20/06 00:00:00","06/01/06 00:00:00",
238,128,"03/14/08 00:00:00","06/01/08 00:00:00",
239,128,"04/09/07 00:00:00","06/01/07 00:00:00",
240,128,"03/21/06 00:00:00","06/01/06 00:00:00",
241,129,"03/17/08 00:00:00","06/01/08 00:00:00",
242,129,"03/17/08 00:00:00","11/01/08 00:00:00",
243,129,"10/04/06 00:00:00","06/01/07 00:00:00",
244,129,,"06/04/06 00:00:00",
245,130,"03/27/08 00:00:00","06/01/08 00:00:00",
246,130,"03/27/08 00:00:00","11/01/08 00:00:00",
247,130,,"06/01/07 00:00:00",
248,131,"04/01/08 00:00:00","06/01/08 00:00:00",
249,131,"04/01/08 00:00:00","11/01/08 00:00:00",
250,131,,"06/01/07 00:00:00",
251,132,"03/25/08 00:00:00","06/01/08 00:00:00",
252,132,"03/25/08 00:00:00","11/01/08 00:00:00",
253,132,"04/05/07 00:00:00","06/01/07 00:00:00",
254,132,"03/21/06 00:00:00","06/01/06 00:00:00",
255,133,"03/06/08 00:00:00","06/01/08 00:00:00",
256,133,"03/06/08 00:00:00","11/01/08 00:00:00",
257,133,,"06/01/07 00:00:00",
258,134,"03/09/08 00:00:00","06/01/08 00:00:00",
259,134,"03/03/07 00:00:00","06/01/07 00:00:00",
260,134,"03/14/06 00:00:00","06/01/06 00:00:00",
261,135,"05/06/08 00:00:00","06/01/08 00:00:00",
262,135,"03/30/07 00:00:00","06/01/07 00:00:00",
263,135,"03/09/06 00:00:00","06/01/06 00:00:00",
264,136,"05/01/08 00:00:00","06/01/08 00:00:00",
265,136,"03/11/07 00:00:00","06/01/07 00:00:00",
266,136,"04/18/06 00:00:00","06/01/06 00:00:00",
267,137,"04/28/08 00:00:00","06/01/08 00:00:00",
268,137,"03/17/07 00:00:00","06/01/07 00:00:00",
269,137,"03/20/06 00:00:00","06/01/06 00:00:00",
270,138,"03/06/08 00:00:00","06/01/08 00:00:00",
271,138,"03/06/08 00:00:00","11/01/08 00:00:00",
272,138,,"06/01/07 00:00:00",
273,139,"03/27/08 00:00:00","06/01/08 00:00:00",
274,139,"03/28/07 00:00:00","06/01/07 00:00:00",
275,139,"03/19/06 00:00:00","06/01/06 00:00:00",
276,140,"04/05/08 00:00:00","06/01/08 00:00:00",
277,140,"04/25/07 00:00:00","06/01/07 00:00:00",
278,140,"04/25/06 00:00:00","06/01/06 00:00:00",
279,141,"04/20/08 00:00:00","06/01/08 00:00:00",
280,141,"04/20/08 00:00:00","11/01/08 00:00:00",
281,141,"03/24/07 00:00:00","06/01/07 00:00:00",
282,141,"05/01/06 00:00:00","06/01/06 00:00:00",
283,142,"03/13/08 00:00:00","06/01/08 00:00:00",
284,142,"03/13/08 00:00:00","11/01/08 00:00:00",
285,142,"04/01/07 00:00:00","06/01/07 00:00:00",
286,143,"03/20/08 00:00:00","06/01/08 00:00:00",
287,143,"04/06/07 00:00:00","06/01/07 00:00:00",
288,143,"04/19/06 00:00:00","06/01/06 00:00:00",
289,144,"02/28/08 00:00:00","06/01/08 00:00:00",
290,144,"02/28/08 00:00:00","11/01/08 00:00:00",
291,144,"03/22/07 00:00:00","06/01/07 00:00:00",
292,144,,"06/04/06 00:00:00",
293,145,"03/28/08 00:00:00","06/01/08 00:00:00",
294,145,"03/07/07 00:00:00","06/01/07 00:00:00",
295,145,"03/03/06 00:00:00","06/01/06 00:00:00",
296,146,"03/12/08 00:00:00","06/01/08 00:00:00",
297,146,"03/12/08 00:00:00","11/01/08 00:00:00",
298,146,"04/10/07 00:00:00","06/01/07 00:00:00",
299,146,"03/01/06 00:00:00","06/01/06 00:00:00",
300,147,"05/14/08 00:00:00","06/01/08 00:00:00",
301,147,"05/14/08 00:00:00","11/01/08 00:00:00",
302,147,"03/05/07 00:00:00","06/01/07 00:00:00",
303,147,,"06/04/06 00:00:00",
304,148,"04/05/08 00:00:00","06/01/08 00:00:00",
305,148,,"06/01/07 00:00:00",
306,149,"04/12/08 00:00:00","06/01/08 00:00:00",
307,149,"04/12/08 00:00:00","11/01/08 00:00:00",
308,149,"04/07/07 00:00:00","06/01/07 00:00:00",
309,149,"04/18/06 00:00:00","06/01/06 00:00:00",
310,150,"05/05/08 00:00:00","06/01/08 00:00:00",
311,150,"05/05/08 00:00:00","11/01/08 00:00:00",
312,150,"04/19/07 00:00:00","06/01/07 00:00:00",
313,150,"03/05/06 00:00:00","06/01/06 00:00:00",
314,151,"03/17/08 00:00:00","06/01/08 00:00:00",
315,151,"03/17/08 00:00:00","11/01/08 00:00:00",
316,151,"03/26/07 00:00:00","06/01/07 00:00:00",
317,151,"03/29/06 00:00:00","06/01/06 00:00:00",
318,152,"03/11/08 00:00:00","06/01/08 00:00:00",
319,152,"03/11/08 00:00:00","11/01/08 00:00:00",
320,152,"03/03/07 00:00:00","06/01/07 00:00:00",
321,152,,"06/04/06 00:00:00",
322,153,,"06/01/08 00:00:00",
323,154,"03/23/08 00:00:00","06/01/08 00:00:00",
324,154,"03/23/08 00:00:00","11/01/08 00:00:00",
325,154,"03/19/07 00:00:00","06/01/07 00:00:00",
326,154,"03/04/06 00:00:00","06/01/06 00:00:00",
327,155,"04/02/08 00:00:00","06/01/08 00:00:00",
328,155,"04/02/08 00:00:00","11/01/08 00:00:00",
329,155,"04/02/07 00:00:00","06/01/07 00:00:00",
330,155,"03/22/06 00:00:00","06/01/06 00:00:00",
331,156,"04/18/08 00:00:00","06/01/08 00:00:00",
332,156,"04/18/08 00:00:00","11/01/08 00:00:00",
333,156,"03/14/07 00:00:00","06/01/07 00:00:00",
334,156,"03/15/06 00:00:00","06/01/06 00:00:00",
335,157,"03/27/08 00:00:00","06/01/08 00:00:00",
336,157,"03/27/08 00:00:00","11/01/08 00:00:00",
337,157,,"06/01/07 00:00:00",
338,158,"04/09/08 00:00:00","06/01/08 00:00:00",
339,158,"04/03/07 00:00:00","06/01/07 00:00:00",
340,158,"04/30/06 00:00:00","06/01/06 00:00:00",
341,159,"03/24/08 00:00:00","06/01/08 00:00:00",
342,159,"03/24/08 00:00:00","11/01/08 00:00:00",
343,159,,"06/01/07 00:00:00",
344,160,"03/30/08 00:00:00","06/01/08 00:00:00",
345,160,"03/30/07 00:00:00","06/01/07 00:00:00",
346,160,,"06/01/06 00:00:00",
347,161,"04/11/08 00:00:00","06/01/08 00:00:00",
348,161,"04/11/08 00:00:00","11/01/08 00:00:00",
349,161,"03/14/07 00:00:00","06/01/07 00:00:00",
350,161,"03/22/06 00:00:00","06/01/06 00:00:00",
351,162,,"06/01/08 00:00:00",
352,163,"03/29/08 00:00:00","06/01/08 00:00:00",
353,163,,"06/01/07 00:00:00",
354,164,"03/11/08 00:00:00","06/01/08 00:00:00",
355,164,"03/11/08 00:00:00","11/01/08 00:00:00",
356,164,"03/13/07 00:00:00","06/01/07 00:00:00",
357,164,,"06/04/06 00:00:00",
358,165,"03/07/07 00:00:00","06/01/07 00:00:00",
359,165,"03/10/06 00:00:00","06/01/06 00:00:00",
362,167,"03/27/08 00:00:00","06/01/08 00:00:00",
363,167,"03/15/07 00:00:00","06/01/07 00:00:00",
364,167,"03/15/06 00:00:00","06/01/06 00:00:00",
368,168,,"06/01/08 00:00:00",
370,169,"03/22/08 00:00:00","06/01/08 00:00:00",
371,169,"03/04/07 00:00:00","06/01/07 00:00:00",
372,169,,"06/04/06 00:00:00",
375,170,,"06/01/08 00:00:00",
379,171,"03/13/08 00:00:00","06/01/08 00:00:00",
380,171,,"06/01/07 00:00:00",
382,172,"03/12/08 00:00:00","06/01/08 00:00:00",
383,172,,"06/01/07 00:00:00",
385,173,"05/01/08 00:00:00","06/01/08 00:00:00",
386,173,"03/30/07 00:00:00","06/01/07 00:00:00",
387,173,,"06/04/06 00:00:00",
391,174,,"06/01/08 00:00:00",
394,175,"04/06/08 00:00:00","06/01/08 00:00:00",
395,175,,"06/01/07 00:00:00",
397,176,"03/19/08 00:00:00","06/01/08 00:00:00",
398,176,"04/10/07 00:00:00","06/01/07 00:00:00",
399,176,"03/19/06 00:00:00","06/01/06 00:00:00",
401,177,"05/18/08 00:00:00","06/01/08 00:00:00",
402,177,"03/26/07 00:00:00","06/01/07 00:00:00",
403,177,"03/15/06 00:00:00","06/01/06 00:00:00",
406,178,"03/23/08 00:00:00","06/01/08 00:00:00",
407,178,"03/11/07 00:00:00","06/01/07 00:00:00",
408,178,"03/15/06 00:00:00","06/01/06 00:00:00",
410,179,"03/27/08 00:00:00","06/01/08 00:00:00",
411,179,,"06/01/07 00:00:00",
414,180,"04/04/08 00:00:00","06/01/08 00:00:00",
415,180,,"06/01/07 00:00:00",
418,181,,"06/01/08 00:00:00",
421,182,,"06/01/08 00:00:00",
423,183,"03/10/08 00:00:00","06/01/08 00:00:00",
424,183,"03/22/07 00:00:00","06/01/07 00:00:00",
425,183,,"06/01/06 00:00:00",
427,184,"05/08/08 00:00:00","06/01/08 00:00:00",
428,184,"03/12/07 00:00:00","06/01/07 00:00:00",
429,184,"03/17/06 00:00:00","06/01/06 00:00:00",
431,185,"03/14/08 00:00:00","06/01/08 00:00:00",
432,185,"03/16/07 00:00:00","06/01/07 00:00:00",
433,185,"03/20/06 00:00:00","06/01/06 00:00:00",
436,186,"04/03/08 00:00:00","06/01/08 00:00:00",
437,186,"03/09/07 00:00:00","06/01/07 00:00:00",
438,186,"03/20/06 00:00:00","06/01/06 00:00:00",
441,187,"04/17/08 00:00:00","06/01/08 00:00:00",
442,187,"03/09/07 00:00:00","06/01/07 00:00:00",
443,187,"03/24/06 00:00:00","06/01/06 00:00:00",
447,188,"04/17/08 00:00:00","06/01/08 00:00:00",
448,188,"03/22/07 00:00:00","06/01/07 00:00:00",
450,189,"03/21/08 00:00:00","06/01/08 00:00:00",
451,189,"03/24/07 00:00:00","06/01/07 00:00:00",
452,189,"04/21/06 00:00:00","06/01/06 00:00:00",
453,190,"03/26/08 00:00:00","06/01/08 00:00:00",
454,190,"03/08/07 00:00:00","06/01/07 00:00:00",
455,190,"03/04/06 00:00:00","06/01/06 00:00:00",
459,191,"03/16/08 00:00:00","06/01/08 00:00:00",
460,191,"03/30/07 00:00:00","06/01/07 00:00:00",
461,191,,"06/04/06 00:00:00",
464,192,"03/25/08 00:00:00","06/01/08 00:00:00",
465,192,,"06/01/07 00:00:00",
468,193,,"06/01/08 00:00:00",
471,194,,"06/01/08 00:00:00",
474,195,"04/05/08 00:00:00","06/01/08 00:00:00",
475,195,"03/19/07 00:00:00","06/01/07 00:00:00",
478,196,"03/11/08 00:00:00","06/01/08 00:00:00",
479,196,,"06/01/07 00:00:00",
482,197,"03/20/08 00:00:00","06/01/08 00:00:00",
483,197,"04/24/07 00:00:00","06/01/07 00:00:00",
485,198,,"06/01/08 00:00:00",
488,199,"03/10/08 00:00:00","06/01/08 00:00:00",
489,199,"03/11/07 00:00:00","06/01/07 00:00:00",
490,199,,"06/04/06 00:00:00",
493,200,"03/17/08 00:00:00","06/01/08 00:00:00",
494,200,"05/02/07 00:00:00","06/01/07 00:00:00",
495,200,,"06/04/06 00:00:00",
498,201,"03/18/08 00:00:00","06/01/08 00:00:00",
499,201,"09/26/06 00:00:00","06/01/07 00:00:00",
502,202,,"06/01/08 00:00:00",
505,203,,"06/01/08 00:00:00",
508,204,"03/18/08 00:00:00","06/01/08 00:00:00",
509,204,"03/24/07 00:00:00","06/01/07 00:00:00",
512,205,,"06/01/08 00:00:00",
514,206,"04/25/08 00:00:00","06/01/08 00:00:00",
515,206,"04/28/07 00:00:00","06/01/07 00:00:00",
516,206,"03/07/06 00:00:00","06/01/06 00:00:00",
518,207,"03/11/08 00:00:00","06/01/08 00:00:00",
519,207,"03/04/07 00:00:00","06/01/07 00:00:00",
520,207,"03/27/06 00:00:00","06/01/06 00:00:00",
522,208,"05/17/08 00:00:00","06/01/08 00:00:00",
523,208,"03/31/07 00:00:00","06/01/07 00:00:00",
524,208,"04/30/06 00:00:00","06/01/06 00:00:00",
526,209,"03/05/08 00:00:00","06/01/08 00:00:00",
527,209,"03/18/07 00:00:00","06/01/07 00:00:00",
528,209,"04/16/06 00:00:00","06/01/06 00:00:00",
532,210,"03/14/08 00:00:00","06/01/08 00:00:00",
533,210,"03/10/07 00:00:00","06/01/07 00:00:00",
534,210,,"06/04/06 00:00:00",
536,211,"05/03/08 00:00:00","06/01/08 00:00:00",
537,211,"02/24/07 00:00:00","06/01/07 00:00:00",
538,211,"03/18/06 00:00:00","06/01/06 00:00:00",
542,212,"05/12/08 00:00:00","06/01/08 00:00:00",
543,212,"04/25/07 00:00:00","06/01/07 00:00:00",
544,212,"04/18/06 00:00:00","06/01/06 00:00:00",
548,213,"03/27/08 00:00:00","06/01/08 00:00:00",
549,213,"03/10/07 00:00:00","06/01/07 00:00:00",
550,213,"03/11/06 00:00:00","06/01/06 00:00:00",
552,214,"05/12/08 00:00:00","06/01/08 00:00:00",
553,214,"05/17/07 00:00:00","06/01/07 00:00:00",
554,214,"03/05/06 00:00:00","06/01/06 00:00:00",
557,215,"05/06/08 00:00:00","06/01/08 00:00:00",
558,215,"04/17/07 00:00:00","06/01/07 00:00:00",
559,215,,"06/01/06 00:00:00",
564,216,"03/22/08 00:00:00","06/01/08 00:00:00",
565,216,"03/13/07 00:00:00","06/01/07 00:00:00",
566,216,"03/14/06 00:00:00","06/01/06 00:00:00",
570,217,"03/23/08 00:00:00","06/01/08 00:00:00",
571,217,"03/15/07 00:00:00","06/01/07 00:00:00",
572,217,"03/15/06 00:00:00","06/01/06 00:00:00",
574,218,"05/18/08 00:00:00","06/01/08 00:00:00",
575,218,"03/05/07 00:00:00","06/01/07 00:00:00",
576,218,"03/27/06 00:00:00","06/01/06 00:00:00",
577,219,,"06/01/08 00:00:00",
580,220,"03/15/08 00:00:00","06/01/08 00:00:00",
581,220,"03/13/07 00:00:00","06/01/07 00:00:00",
582,220,"03/20/06 00:00:00","06/01/06 00:00:00",
585,221,"03/20/08 00:00:00","06/01/08 00:00:00",
586,221,"05/12/07 00:00:00","06/01/07 00:00:00",
587,221,,"06/04/06 00:00:00",
590,222,"03/21/08 00:00:00","06/01/08 00:00:00",
591,222,"05/11/07 00:00:00","06/01/07 00:00:00",
592,222,"03/21/06 00:00:00","06/01/06 00:00:00",
595,223,"03/18/08 00:00:00","06/01/08 00:00:00",
596,223,,"06/01/07 00:00:00",
598,224,"04/03/08 00:00:00","06/01/08 00:00:00",
