joinKey,cowKey,jsDate,jeDate,joinSire,jsComment,jeComment
87,128,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
88,129,"07/12/08 00:00:00","08/27/08 00:00:00",,,
89,130,"07/12/08 00:00:00","08/27/08 00:00:00",,,
90,131,"07/12/08 00:00:00","08/27/08 00:00:00",,,
91,132,"07/12/08 00:00:00","08/27/08 00:00:00",,,
92,132,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
93,133,"07/12/08 00:00:00","08/27/08 00:00:00",,,
94,134,"07/12/08 00:00:00","08/27/08 00:00:00",,,
95,134,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
96,135,"07/12/08 00:00:00","08/27/08 00:00:00",,,
97,135,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
98,136,"07/12/08 00:00:00","08/27/08 00:00:00",,,
99,136,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
100,137,"07/12/08 00:00:00",,,,
101,137,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
102,138,"07/12/08 00:00:00","08/27/08 00:00:00",,,
103,139,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
104,140,"07/12/08 00:00:00",,,,
105,140,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
106,141,"07/12/08 00:00:00","08/27/08 00:00:00",,,
107,141,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
108,142,"07/12/08 00:00:00","08/27/08 00:00:00",,,
109,142,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
110,143,"07/12/08 00:00:00","08/27/08 00:00:00",,,
111,143,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
112,144,"07/12/08 00:00:00","08/27/08 00:00:00",,,
113,144,"07/13/07 00:00:00","08/24/07 00:00:00","000000",,
114,145,"07/12/08 00:00:00","08/27/08 00:00:00",,,
