"ProdKey","CowKey","testDate","LTDDate","HTFatPC","HTProtPC","HTLitreAM","HTLitrePM","HTLitreTot","LtdLitre","LtdFatKg","LtdProtKg","SCC","LW","LWRel","PayPW","PayPWRel","AbCode","Assessed","Withheld","comment","LtdDays","LtdVol305","LtdVolEx","LtdFatKg305","LtdFatKgEx","LtdProtKg305","LtdProtKgEx"
1161,262,"14/04/1999","29/04/1999",0.0579,0.0411,7.5,5.2,12.7,5758.5,244.87,199.97,42,182,,98.3,72.3,0,"0","","",227,,,,,,
1162,263,"14/04/1999","29/04/1999",0.0313,0.0492,4.2,0,4.2,4476.7,174.93,158.07,132,-49.1,,20,69.5,0,"0","","",240,,,,,,
1163,54,"14/04/1999","29/04/1999",0.0448,0.0414,7.7,3.7,11.4,4619,210.29,161.15,265,194.5,,101.6,50.1,0,"0","","",276,,,,,,
1164,265,"14/04/1999","29/04/1999",0.0516,0.0426,7.2,4,11.2,5177,198.78,178.18,171,6.8,,59.2,77.3,0,"0","","",270,,,,,,
1165,266,"14/04/1999","29/04/1999",0.0388,0.035,10.4,7.3,17.7,7227.5,248.11,218.47,109,56,,42.2,76.8,0,"0","","",270,,,,,,
1166,267,"14/04/1999","29/04/1999",0.0454,0.0386,9.8,0,9.8,5067,198.3,160.63,72,13.1,,17.3,73.9,0,"0","","",227,,,,,,
1167,268,"14/04/1999","29/04/1999",0.0637,0.0345,9.1,5.2,14.3,4440,198.93,135.24,318,-22.1,,-45.4,77.7,0,"0","","",230,,,,,,
1168,273,"14/04/1999","29/04/1999",0.0608,0.0378,5.9,3.9,9.8,4402.4,196.57,139.79,168,27.2,,33.6,61.5,0,"0","","",238,,,,,,
1169,275,"14/04/1999","29/04/1999",0.0633,0.0408,7.2,4.3,11.5,4696.7,240.45,164.47,43,91.3,,65.6,69.3,0,"0","","",240,,,,,,
1170,277,"14/04/1999","29/04/1999",0.0501,0.0428,3.4,2.7,6.1,4919.9,245.05,182.2,499,98.5,,84.4,77.1,0,"0","","",269,,,,,,
1171,278,"14/04/1999","29/04/1999",0.0554,0.0372,8.1,5.6,13.7,4259.3,209.99,143.03,251,-10.3,,0.7,78.6,0,"0","","",229,,,,,,
1172,279,"14/04/1999","29/04/1999",0.0459,0.0379,7.1,4,11.1,5489,245.94,173.79,149,3.8,,-2.2,73.5,0,"0","","",266,,,,,,
1173,63,"14/04/1999","29/04/1999",0.0458,0.0389,6.7,4.6,11.3,4526.2,169.53,148.83,77,74.8,,61.5,51,0,"0","","",255,,,,,,
1174,44,"14/04/1999","29/04/1999",0.0468,0.0352,7.8,5.5,13.3,5117.6,213,166.92,16,201.5,,112.8,50.6,0,"0","","",272,,,,,,
1175,283,"14/04/1999","29/04/1999",0.0681,0.0417,7,5.9,12.9,5017.5,251.87,180.95,76,213.8,,136.1,69.6,0,"0","","",234,,,,,,
1176,284,"14/04/1999","29/04/1999",0.0615,0.0451,3.9,3.5,7.4,4233.9,221.6,140.85,253,-66.5,,-29.8,71.4,0,"0","","",254,,,,,,
1177,36,"14/04/1999","29/04/1999",0.0546,0.0388,7,4.6,11.6,4257.8,201.95,142.66,31,138.5,,85.8,50.9,0,"0","","",253,,,,,,
1178,24,"14/04/1999","29/04/1999",0.056,0.0382,5.1,3.3,8.4,4352.6,189.99,137.39,45,67.6,,55.6,51,0,"0","","",267,,,,,,
1179,291,"14/04/1999","29/04/1999",0.0615,0.0457,5.1,3.2,8.3,4665.2,242.15,178.41,420,47.5,,23.9,78,0,"0","","",270,,,,,,
1180,293,"14/04/1999","29/04/1999",0.0512,0.0384,8.8,6.1,14.9,5886.6,226.55,189.48,38,145.2,,103.6,63.6,0,"0","","",256,,,,,,
1181,296,"14/04/1999","29/04/1999",0.0556,0.0429,7.3,4.9,12.2,4739.2,241.45,167.96,60,83.4,,55.3,78.8,0,"0","","",234,,,,,,
1182,628,"14/04/1999","29/04/1999",0.0586,0.0404,4.5,3.4,7.9,4816.1,249.67,159.44,61,27.3,,28.7,79.3,0,"0","","",250,,,,,,
1183,299,"14/04/1999","29/04/1999",0.0461,0.0429,5.9,6.7,12.6,4076.3,170.85,139.82,89,9,,45.5,68.2,0,"0","","",206,,,,,,
1184,300,"14/04/1999","29/04/1999",0.0595,0.0405,6.2,4.7,10.9,5342.5,237.03,183.65,43,94.8,,66.9,69.6,0,"0","","",269,,,,,,
1185,46,"14/04/1999","29/04/1999",0.0443,0.0336,8.1,5.1,13.2,4789.5,179.42,145.18,598,61,,57.6,51,0,"0","","",264,,,,,,
1186,306,"14/04/1999","29/04/1999",0.0657,0.0371,6.7,4.7,11.4,5910.7,278.58,180.99,366,51.7,,24.2,78.6,0,"0","","",265,,,,,,
1187,307,"14/04/1999","29/04/1999",0.0482,0.0389,8.5,7.2,15.7,6779.5,268.72,220.4,45,190.1,,101.5,69.5,0,"0","","",259,,,,,,
1188,308,"14/04/1999","29/04/1999",0.0604,0.0398,8.4,6.4,14.8,5238.6,252.47,169.72,220,46.5,,-11.3,78.9,0,"0","","",246,,,,,,
1189,311,"14/04/1999","29/04/1999",0.0531,0.0363,7.4,4.9,12.3,5139.2,245.85,179.64,28,194.8,,127.6,63.7,0,"0","","",269,,,,,,
1190,314,"14/04/1999","29/04/1999",0.0532,0.0403,10.2,5.9,16.1,5967.2,262.66,200.45,338,164.8,,123.4,77.2,0,"0","","",257,,,,,,
1191,317,"14/04/1999","29/04/1999",0.0491,0.0387,7.9,5.7,13.6,5866.8,226.95,195.57,63,144.7,,72.6,63.4,0,"0","","",272,,,,,,
1192,27,"14/04/1999","29/04/1999",0.0508,0.041,6.5,4.5,11,4456.5,174.1,153.54,43,118.6,,96.2,50.9,0,"0","","",258,,,,,,
1193,59,"14/04/1999","29/04/1999",0.0585,0.0419,5.2,3.5,8.7,3681.4,175.54,130.66,102,81.2,,70.9,51.1,0,"0","","",261,,,,,,
1194,323,"14/04/1999","29/04/1999",0.0638,0.0408,7,4.9,11.9,5439.8,275.91,193.85,215,221.5,,92.1,77.3,0,"0","","",263,,,,,,
1195,324,"14/04/1999","29/04/1999",0.0614,0.043,4.7,3.7,8.4,4784,233.28,166.21,177,-21.2,,-17.7,76.4,0,"0","","",268,,,,,,
1196,326,"14/04/1999","29/04/1999",0.0696,0.0459,6,4.4,10.4,5587.2,304.27,199.16,58,208.7,,120.3,73.1,0,"0","","",265,,,,,,
1197,329,"14/04/1999","29/04/1999",0.0495,0.0392,8.4,6.1,14.5,6130.8,228.58,200.28,67,53.9,,52.8,75.2,0,"0","","",273,,,,,,
1198,330,"14/04/1999","29/04/1999",0.0584,0.0383,6,4.5,10.5,5590.2,263.55,181.58,218,68.5,,55.6,74.1,0,"0","","",270,,,,,,
1199,331,"14/04/1999","29/04/1999",0.0502,0.0385,9.4,5.3,14.7,6149.5,260.21,205.41,263,159.1,,49.5,69.4,0,"0","","",261,,,,,,
1200,332,"14/04/1999","29/04/1999",0.0562,0.0377,9,7.2,16.2,5471.2,254.22,176.05,42,147.6,,59.9,72.4,0,"0","","",221,,,,,,
1201,333,"14/04/1999","29/04/1999",0.0491,0.0356,10.7,7.5,18.2,6252.8,293.21,205.61,97,147.9,,62.7,76.8,0,"0","","",257,,,,,,
1202,334,"14/04/1999","29/04/1999",0.0508,0.0406,9.4,6.1,15.5,4844.4,227.67,174.82,174,183.3,,121.7,76.9,0,"0","","",204,,,,,,
1203,335,"14/04/1999","29/04/1999",0.064,0.0422,6.1,4,10.1,4673.6,241.79,166.87,88,35.1,,36.1,73.9,0,"0","","",267,,,,,,
1204,336,"14/04/1999","29/04/1999",0.0695,0.0485,5.1,4.6,9.7,3753,212.38,143.62,174,50.6,,23.8,78.4,0,"0","","",252,,,,,,
1205,338,"14/04/1999","29/04/1999",0.0569,0.0406,7.8,4.5,12.3,4772.1,232.78,161.81,47,78.9,,33.5,77.2,0,"0","","",245,,,,,,
1206,339,"14/04/1999","29/04/1999",0.0558,0.0448,6.4,4.4,10.8,5064.2,193.05,165.98,124,-66.1,,11.1,77,0,"0","","",263,,,,,,
1207,340,"14/04/1999","29/04/1999",0.0555,0.0437,5.1,4.1,9.2,3893.6,189.28,146.33,265,20.4,,74.3,77.2,0,"0","","",257,,,,,,
1208,675,"14/04/1999","29/04/1999",0.0568,0.0418,6.9,5.2,12.1,4111.6,198.48,147.84,115,14.1,,24.1,75.2,0,"0","","",243,,,,,,
1209,342,"14/04/1999","29/04/1999",0.0573,0.0408,5.9,4.5,10.4,5497,253.99,179.45,112,57.8,,52.6,78.5,0,"0","","",258,,,,,,
1210,674,"14/04/1999","29/04/1999",0.0554,0.0376,6.4,4.3,10.7,4035.1,189.25,129.89,33,102,,43.1,47.7,0,"0","","",277,,,,,,
1211,351,"14/04/1999","29/04/1999",0.0549,0.0428,6.2,5.2,11.4,5580,246.06,185.6,184,24.3,,18.6,76.6,0,"0","","",272,,,,,,
1212,354,"14/04/1999","29/04/1999",0.0655,0.0467,5.2,3.8,9,5684.2,276.01,194.59,284,109.9,,31.4,73.4,0,"0","","",266,,,,,,
1213,355,"14/04/1999","29/04/1999",0.0453,0.0443,3,3.1,6.1,3361.5,142.85,132.88,226,-53.2,,87.3,78.3,0,"0","","",264,,,,,,
1214,356,"14/04/1999","29/04/1999",0.0573,0.0414,6.3,6.3,12.6,5359,249.41,187.43,65,114.4,,66.9,77.1,0,"0","","",242,,,,,,
1215,357,"14/04/1999","29/04/1999",0.0595,0.0466,7.8,6.4,14.2,5443.5,223.26,194.94,123,111,,63.4,73.6,0,"0","","",240,,,,,,
1216,42,"14/04/1999","29/04/1999",0.0479,0.0392,7.7,4.5,12.2,3991.4,162.07,125.13,27,75.1,,60.1,48.9,0,"0","","",199,,,,,,
1217,68,"14/04/1999","29/04/1999",0.0558,0.0396,5.2,5.2,10.4,4227.5,176.38,139.89,59,73.8,,57.2,51,0,"0","","",263,,,,,,
1218,360,"14/04/1999","29/04/1999",0.0628,0.0439,4.5,7.8,12.3,5805,288.84,201.04,36,161.7,,64.8,73.8,0,"0","","",261,,,,,,
1219,50,"14/04/1999","29/04/1999",0.0447,0.0352,7,4.2,11.2,5182.1,217.55,154.28,77,139.5,,80.1,51,0,"0","","",263,,,,,,
1220,19,"14/04/1999","29/04/1999",0.0432,0.038,7.5,4.9,12.4,3996.2,163.97,135.63,17,67,,51.3,50.6,0,"0","","",247,,,,,,
1221,676,"14/04/1999","29/04/1999",0.0412,0.0371,3.8,3.2,7,4564.9,152.8,130.84,131,-236.2,,-60.9,79.2,0,"0","","",254,,,,,,
1222,372,"14/04/1999","29/04/1999",0.0634,0.0436,5.9,2.7,8.6,4555.8,219.2,163.61,100,-25.4,,-8.9,78.2,0,"0","","",268,,,,,,
1223,373,"14/04/1999","29/04/1999",0.0522,0.0411,6.3,4.7,11,4682.5,207.86,165.89,38,8.6,,32.9,69.5,0,"0","","",265,,,,,,
1224,374,"14/04/1999","29/04/1999",0.0673,0.0416,7,4.3,11.3,4172.3,235.2,151.38,30,23.7,,6,78.6,0,"0","","",235,,,,,,
1225,375,"14/04/1999","29/04/1999",0.0645,0.0427,5.5,4.6,10.1,5151.9,251.06,175.87,59,169,,101.9,63.1,0,"0","","",263,,,,,,
1226,58,"14/04/1999","29/04/1999",0.0546,0.0387,6.5,3.8,10.3,3988.5,186.23,132.61,37,73.4,,71.9,51.1,0,"0","","",233,,,,,,
1227,378,"14/04/1999","29/04/1999",0.0666,0.0512,3.3,3,6.3,4463,225.17,168.66,554,118.8,,89.4,78.3,0,"0","","",263,,,,,,
1228,26,"14/04/1999","29/04/1999",0.0619,0.04,4.6,3.2,7.8,4416.7,190.53,153.54,38,135.1,,94.1,50.9,0,"0","","",266,,,,,,
1229,10,"14/04/1999","29/04/1999",0.0487,0.0404,5.2,4.3,9.5,3755.2,161.42,131.09,30,58.1,,73.7,50.1,0,"0","","",246,,,,,,
1230,383,"14/04/1999","29/04/1999",0.0602,0.0457,3.1,4.5,7.6,4549,220.39,163.32,195,54.4,,64,77,0,"0","","",255,,,,,,
1231,384,"14/04/1999","29/04/1999",0.0682,0.0457,7.3,5.7,13,5926.5,292.82,212.47,184,230.9,,144.7,76.9,0,"0","","",253,,,,,,
1232,387,"14/04/1999","29/04/1999",0.0624,0.0434,7.2,5.3,12.5,6334.7,323.08,226.53,257,273.6,,90.1,78.7,0,"0","","",266,,,,,,
1233,388,"14/04/1999","29/04/1999",0.0545,0.0455,6.7,4.8,11.5,5669.7,295.76,203.27,82,201.6,,114.4,77.1,0,"0","","",250,,,,,,
1234,390,"14/04/1999","29/04/1999",0.0574,0.0492,4.6,2.3,6.9,4034.9,177.18,147.54,70,-72.5,,-9.8,76.1,0,"0","","",257,,,,,,
1235,391,"14/04/1999","29/04/1999",0.0497,0.0425,6.3,4.5,10.8,5012.8,240.81,177.61,392,146.7,,71.5,77.1,0,"0","","",241,,,,,,
1236,392,"14/04/1999","29/04/1999",0.0528,0.0393,7.6,5,12.6,5014.8,215.81,174.74,57,59.9,,77.9,69.8,0,"0","","",267,,,,,,
1237,394,"14/04/1999","29/04/1999",0.0567,0.0379,6.5,4.4,10.9,4363.5,202.14,145.3,25,48.9,,27.9,61.3,0,"0","","",274,,,,,,
1238,395,"14/04/1999","29/04/1999",0.0508,0.0396,7.3,5.6,12.9,5408.5,259.86,184.09,33,92.9,,76,73.3,0,"0","","",264,,,,,,
1239,396,"14/04/1999","29/04/1999",0.0502,0.0403,8.7,6.3,15,5485.8,240.43,190.39,207,126.9,,69,76.8,0,"0","","",233,,,,,,
1240,398,"14/04/1999","29/04/1999",0.0481,0.0378,8.5,6.1,14.6,5076.9,208.46,166.09,35,138.1,,79.5,63.2,0,"0","","",235,,,,,,
1241,399,"14/04/1999","29/04/1999",0.0531,0.0422,8.8,5.6,14.4,5722.9,257.78,204.65,54,157.6,,100.4,73.3,0,"0","","",261,,,,,,
1242,401,"14/04/1999","29/04/1999",0.0496,0.0434,5.1,4,9.1,4632.1,199.56,154.65,74,-73.5,,-19.9,78.9,0,"0","","",259,,,,,,
1243,403,"14/04/1999","29/04/1999",0.0516,0.0419,6.5,4.6,11.1,5521.9,223.32,190.32,116,31.3,,23.1,78.4,0,"0","","",268,,,,,,
1244,23,"14/04/1999","29/04/1999",0.0621,0.0379,5.4,3.9,9.3,3965.3,184.59,127.46,39,66.4,,65.3,50.2,0,"0","","",265,,,,,,
1245,65,"14/04/1999","29/04/1999",0.0682,0.0434,6.8,0,6.8,3693.9,167.5,118.74,1035,1.8,,26.2,50.1,0,"0","","",259,,,,,,
1246,411,"14/04/1999","29/04/1999",0.0514,0.0413,8,6.3,14.3,6303.3,252.28,222.03,51,174.8,,142.9,74.1,0,"0","","",261,,,,,,
1247,416,"14/04/1999","29/04/1999",0.0569,0.0432,7.6,5.8,13.4,5238.1,236.58,189.5,444,96.2,,92.8,78.6,0,"0","","",246,,,,,,
1248,419,"14/04/1999","29/04/1999",0.0495,0.0427,5,3.1,8.1,3944.6,166.98,149.92,85,17,,65.9,62.3,0,"0","","",267,,,,,,
1249,422,"14/04/1999","29/04/1999",0.0549,0.0439,5,3.6,8.6,4270.8,221.23,151.59,164,49.5,,47.2,62.9,0,"0","","",268,,,,,,
1250,423,"14/04/1999","29/04/1999",0.0557,0.0422,7.4,5.8,13.2,4745.1,227.08,175.61,98,175.4,,117.5,78.4,0,"0","","",250,,,,,,
1251,425,"14/04/1999","29/04/1999",0.0651,0.0422,7.7,4.8,12.5,5860.2,296.86,204.03,84,175.3,,114.6,76.5,0,"0","","",264,,,,,,
1252,426,"14/04/1999","29/04/1999",0.0531,0.0406,7.5,6.3,13.8,5426.4,261.05,191.61,137,177.3,,54.1,77.1,0,"0","","",252,,,,,,
1253,428,"14/04/1999","29/04/1999",0.055,0.0447,5.2,3.9,9.1,5070.9,262.83,187.89,216,156.2,,95.2,69.9,0,"0","","",269,,,,,,
1254,429,"14/04/1999","29/04/1999",0.0568,0.0396,7.3,5.3,12.6,5056.4,218.17,171.56,268,52.2,,29.6,68.8,0,"0","","",251,,,,,,
1255,431,"14/04/1999","29/04/1999",0.0811,0.0521,5.7,3.4,9.1,4389.4,238.45,168.59,119,166.2,,107.3,63.7,0,"0","","",268,,,,,,
1256,432,"14/04/1999","29/04/1999",0.0696,0.0452,4.1,4.1,8.2,4868.6,256.49,176.22,56,86.6,,78.6,77.4,0,"0","","",260,,,,,,
1257,435,"14/04/1999","29/04/1999",0.0405,0.0372,8.2,5.4,13.6,5966.5,244.29,196.92,28,146.3,,108.9,68.5,0,"0","","",246,,,,,,
1258,436,"14/04/1999","29/04/1999",0.043,0.037,7.1,6.7,13.8,6042.4,221.15,191.47,77,63.5,,30.1,77.4,0,"0","","",267,,,,,,
1259,62,"14/04/1999","29/04/1999",0.051,0.0395,7,5,12,3245,146.68,110.1,45,-29.2,,21,50.6,0,"0","","",254,,,,,,
1260,440,"14/04/1999","29/04/1999",0.039,0.0332,8.9,6.8,15.7,6973.6,218.42,205.51,98,0.8,,20.2,73.9,0,"0","","",260,,,,,,
1261,441,"14/04/1999","29/04/1999",0.0548,0.0362,8.3,6.6,14.9,5420,236.46,164.59,79,113.6,,102.8,78.2,0,"0","","",268,,,,,,
1262,444,"14/04/1999","29/04/1999",0.0625,0.0403,5.6,4.3,9.9,3917,211.83,146.87,33,83.5,,60.2,63.9,0,"0","","",268,,,,,,
1263,677,"14/04/1999","29/04/1999",0.0397,0.035,7.3,6.3,13.6,4635.7,202.69,153.07,174,-88,,-24.1,82.1,0,"0","","",240,,,,,,
1264,51,"14/04/1999","29/04/1999",0.0422,0.0358,6.4,5.6,12,4913.5,213.24,157.75,43,161.8,,97.9,50.8,0,"0","","",267,,,,,,
1265,450,"14/04/1999","29/04/1999",0.0684,0.046,5.6,4.8,10.4,4447.7,229.36,158.18,270,126.5,,62.2,63.4,0,"0","","",243,,,,,,
1266,451,"14/04/1999","29/04/1999",0.0664,0.0414,7.2,5,12.2,5197.4,272.1,168.68,51,95.9,,51.3,73.7,0,"0","","",249,,,,,,
1267,452,"14/04/1999","29/04/1999",0.0661,0.0421,7.6,6.1,13.7,5291.3,268.42,180.43,59,138.5,,83.1,76,0,"0","","",239,,,,,,
1268,453,"14/04/1999","29/04/1999",0.0593,0.0441,8.2,5.3,13.5,5632.3,279.27,197.34,1651,141.2,,46,78.8,0,"0","","",267,,,,,,
1269,457,"14/04/1999","29/04/1999",0.0656,0.0419,6.7,5.9,12.6,5778.3,276.44,196.52,83,151.1,,81.6,71.9,0,"0","","",268,,,,,,
1270,458,"14/04/1999","29/04/1999",0.0552,0.0433,7.4,5.1,12.5,4937.5,224.02,166.06,84,25.3,,38.5,78.6,0,"0","","",255,,,,,,
1271,459,"14/04/1999","29/04/1999",0.058,0.0429,5.6,3.4,9,3943.3,184.09,143.44,191,65,,40.8,61.3,0,"0","","",271,,,,,,
1272,463,"14/04/1999","29/04/1999",0.0708,0.0431,6.7,4.3,11,4452.1,214.16,153.14,55,72.3,,54.2,59.5,0,"0","","",257,,,,,,
1273,47,"14/04/1999","29/04/1999",0.0477,0.0395,8.6,6.2,14.8,4673,188.06,151.38,155,147.3,,94.1,50.6,0,"0","","",247,,,,,,
1274,469,"14/04/1999","29/04/1999",0.0559,0.0424,5.8,4.6,10.4,4762.4,239.64,157.79,406,3.4,,27.3,78.9,0,"0","","",255,,,,,,
1275,32,"14/04/1999","29/04/1999",0.05,0.0398,5.1,4,9.1,3809.7,174.59,128.01,188,59,,66.9,49.9,0,"0","","",267,,,,,,
1276,471,"14/04/1999","29/04/1999",0.0572,0.0442,4.9,3.3,8.2,3647.1,171.87,127.19,50,-59.7,,-5.6,61.5,0,"0","","",266,,,,,,
1277,475,"14/04/1999","29/04/1999",0.0528,0.042,4.4,3.9,8.3,4520,204.81,148.9,119,10.2,,33.7,63,0,"0","","",274,,,,,,
1278,477,"14/04/1999","29/04/1999",0.0589,0.0405,5.8,4.9,10.7,4294.2,197.21,138.91,50,38.8,,42.7,62.4,0,"0","","",223,,,,,,
1279,72,"14/04/1999","29/04/1999",0.0498,0.0377,6.6,5.3,11.9,4421.5,201.29,141.31,520,120.3,,77.4,50.9,0,"0","","",263,,,,,,
1280,480,"14/04/1999","29/04/1999",0.0587,0.0396,6.3,4.9,11.2,4615.8,221.74,155.1,70,131.8,,79.9,62.7,0,"0","","",224,,,,,,
1281,481,"14/04/1999","29/04/1999",0.0769,0.0479,5.5,3.8,9.3,4416.4,232.57,161.3,37,125.6,,62.2,63.1,0,"0","","",262,,,,,,
1282,487,"14/04/1999","29/04/1999",0.0597,0.0421,5.4,4,9.4,4818.8,208.43,166.4,105,76.6,,39.8,63.1,0,"0","","",262,,,,,,
1283,490,"14/04/1999","29/04/1999",0.0561,0.045,4.6,3.7,8.3,5201.5,214.48,175.91,123,7.3,,35.1,78.6,0,"0","","",268,,,,,,
1284,491,"14/04/1999","29/04/1999",0.069,0.0456,4.6,3.7,8.3,4290,215.19,156.3,35,103.9,,59.1,63.7,0,"0","","",268,,,,,,
1285,495,"14/04/1999","29/04/1999",0.0582,0.0378,6.9,4.7,11.6,4399.8,205.89,138.7,33,8.3,,36.2,61.8,0,"0","","",253,,,,,,
1286,61,"14/04/1999","29/04/1999",0.0608,0.0431,4.1,3.9,8,3414.8,165.47,118.01,52,33.5,,44.7,49.6,0,"0","","",275,,,,,,
1287,497,"14/04/1999","29/04/1999",0.0553,0.0416,5.6,4.1,9.7,4545.9,202.66,153.6,83,41.1,,48.1,59.4,0,"0","","",252,,,,,,
1288,499,"14/04/1999","29/04/1999",0.062,0.0415,8.4,5.3,13.7,4764.8,302.86,170.86,111,145.2,,30.3,76.3,0,"0","","",250,,,,,,
1289,500,"14/04/1999","29/04/1999",0.065,0.042,5.8,4.9,10.7,5200.1,241.78,176.05,310,155.2,,99.6,63.1,0,"0","","",266,,,,,,
1290,503,"14/04/1999","29/04/1999",0.0519,0.0429,3.8,3.2,7,4305.5,174.35,144.57,236,-53.6,,1.5,62.8,0,"0","","",272,,,,,,
1291,504,"14/04/1999","29/04/1999",0.0626,0.0475,3.8,2.7,6.5,4019.7,212.09,151.55,265,79,,42.3,63.7,0,"0","","",269,,,,,,
1292,17,"14/04/1999","29/04/1999",0.0575,0.0433,5.2,3.8,9,3275,167.11,119.98,28,37.4,,38.5,50.4,0,"0","","",270,,,,,,
1293,508,"14/04/1999","29/04/1999",0.0657,0.0463,4.9,4.6,9.5,3955.7,182.25,141.65,277,71.1,,74.3,59.6,0,"0","","",235,,,,,,
1294,509,"14/04/1999","29/04/1999",0.0707,0.0437,7,5.1,12.1,4632.7,253.58,178.39,340,261.5,,171.9,61.8,0,"0","","",256,,,,,,
1295,514,"14/04/1999","29/04/1999",0.066,0.0473,6.8,3.8,10.6,4748.3,247.5,184.72,354,109,,50.2,76.4,0,"0","","",255,,,,,,
1296,515,"14/04/1999","29/04/1999",0.0474,0.0446,3.4,3.8,7.2,5013.9,219.86,184.55,114,31.1,,70,76.5,0,"0","","",269,,,,,,
1297,517,"14/04/1999","29/04/1999",0.0699,0.0445,5.9,4.6,10.5,4828.5,261.55,177.39,375,221,,132.9,63.6,0,"0","","",271,,,,,,
1298,518,"14/04/1999","29/04/1999",0.0621,0.0434,5.6,3.7,9.3,4071.9,194.32,139.28,122,22.2,,38,63.2,0,"0","","",231,,,,,,
1299,519,"14/04/1999","29/04/1999",0.0579,0.039,6.8,5.9,12.7,5274,237.5,183.55,197,83.4,,45.9,76.8,0,"0","","",247,,,,,,
1300,521,"14/04/1999","29/04/1999",0.0546,0.0428,5,4,9,4835.1,219.7,165.73,51,105.1,,66.9,62.8,0,"0","","",269,,,,,,
1301,522,"14/04/1999","29/04/1999",0.0651,0.0457,5.6,3.9,9.5,5612.8,260.91,189.38,130,58.8,,12.4,76.9,0,"0","","",266,,,,,,
1302,523,"14/04/1999","29/04/1999",0.0473,0.0364,6.8,5,11.8,4982.3,194.08,168.85,45,46.3,,50.6,62.8,0,"0","","",274,,,,,,
1303,40,"14/04/1999","29/04/1999",0.0511,0.0397,6.1,4.9,11,4900,172.97,154.98,111,117.8,,68.3,42.1,0,"0","","",265,,,,,,
1304,525,"14/04/1999","29/04/1999",0.0566,0.0388,5.4,4.6,10,4485.4,194.86,151.86,16,43.2,,70.9,60.4,0,"0","","",262,,,,,,
1305,526,"14/04/1999","29/04/1999",0.0693,0.0416,5.7,4.2,9.9,4068.8,212.61,141.65,93,33.9,,30.7,63.3,0,"0","","",253,,,,,,
1306,527,"14/04/1999","29/04/1999",0.0575,0.0436,5.7,2.8,8.5,3023.2,122.4,105.25,252,-164,,-39.7,62.3,0,"0","","",214,,,,,,
1307,529,"14/04/1999","29/04/1999",0.0541,0.04,7,5.9,12.9,4122.9,174.69,145.59,34,40.4,,34.9,63.4,0,"0","","",227,,,,,,
1308,530,"14/04/1999","29/04/1999",0.0581,0.0378,6.7,5.2,11.9,5417.6,223.39,157.92,52,-8.8,,-5.9,63.4,0,"0","","",269,,,,,,
1309,531,"14/04/1999","29/04/1999",0.0521,0.0409,6.1,4.3,10.4,4713,200.25,163.47,45,66.1,,28.3,63.8,0,"0","","",268,,,,,,
1310,532,"14/04/1999","29/04/1999",0.0582,0.0372,4.2,4.1,8.3,3756.8,162.77,128.41,364,-125.4,,-45.9,62.9,0,"0","","",275,,,,,,
1311,533,"14/04/1999","29/04/1999",0.0542,0.0373,7.9,6,13.9,4281.3,211.79,144.26,29,86.7,,51.8,62.4,0,"0","","",234,,,,,,
1312,30,"14/04/1999","29/04/1999",0.0531,0.0416,5.2,3.9,9.1,3583.5,161.32,130.5,19,85.2,,57.6,49,0,"0","","",286,,,,,,
1313,18,"14/04/1999","29/04/1999",0.061,0.0426,4.1,3,7.1,2933.6,136.51,103.52,42,-64,,-7.6,50.7,0,"0","","",268,,,,,,
1314,66,"14/04/1999","29/04/1999",0.0392,0.0344,6.7,4.9,11.6,4434.4,165.01,140.35,22,33.2,,25.5,50.7,0,"0","","",264,,,,,,
1315,630,"14/04/1999","29/04/1999",0.0542,0.0362,10.1,6.6,16.7,4063.9,192.74,132.09,25,-15.1,,27.5,78.2,0,"0","","",219,,,,,,
1316,631,"14/04/1999","29/04/1999",0.043,0.0332,8.4,5.7,14.1,5119.6,200.95,145.83,61,-115.7,,19.1,81.9,0,"0","","",252,,,,,,
1317,632,"14/04/1999","29/04/1999",0.0629,0.0415,6.5,4.6,11.1,4395.5,225.68,156.58,31,-27.3,,-2.8,82.1,0,"0","","",265,,,,,,
1318,633,"14/04/1999","29/04/1999",0.0569,0.0387,7.6,5.4,13,4962.7,234.58,167.4,84,32.8,,12.8,72.5,0,"0","","",256,,,,,,
1319,636,"14/04/1999","29/04/1999",0.0689,0.0495,3.5,3.7,7.2,4444.6,213.57,165.18,35,76.3,,79,75.1,0,"0","","",258,,,,,,
1320,637,"14/04/1999","29/04/1999",0.0529,0.041,7.6,4,11.6,5236.7,234.11,173.6,15,-5.8,,2.2,82.1,0,"0","","",264,,,,,,
1321,639,"14/04/1999","29/04/1999",0.0604,0.0394,8.6,4.9,13.5,4878.5,231.03,166.16,33,100.6,,47,74.3,0,"0","","",230,,,,,,
1322,643,"14/04/1999","29/04/1999",0.0515,0.0359,6.7,7.7,14.4,4813.5,220.54,161.54,15,52.1,,84.3,75.3,0,"0","","",234,,,,,,
1323,644,"14/04/1999","29/04/1999",0.0592,0.0399,7.7,6.4,14.1,4942.4,235.77,175.97,64,73.7,,43.7,74.7,0,"0","","",263,,,,,,
1324,645,"14/04/1999","29/04/1999",0.0652,0.0438,5.8,4.7,10.5,4481.6,231.76,163.8,80,73.4,,71.1,79.2,0,"0","","",240,,,,,,
1325,646,"14/04/1999","29/04/1999",0.0546,0.0359,8.5,7.1,15.6,7193,293.28,215.34,39,121.2,,41.2,82,0,"0","","",266,,,,,,
