"ProdKey","CowKey","testDate","LTDDate","HTFatPC","HTProtPC","HTLitreAM","HTLitrePM","HTLitreTot","LtdLitre","LtdFatKg","LtdProtKg","SCC","LW","LWRel","PayPW","PayPWRel","AbCode","Assessed","Withheld","comment","LtdDays","LtdVol305","LtdVolEx","LtdFatKg305","LtdFatKgEx","LtdProtKg305","LtdProtKgEx"
1326,649,"14/04/1999","29/04/1999",0.0477,0.0366,9.9,4.6,14.5,5764.4,244.09,185.79,34,26.1,,10.1,78.4,0,"0","","",265,,,,,,
1327,650,"14/04/1999","29/04/1999",0.0625,0.0409,5.6,4.4,10,4696.4,224.3,154.94,30,-25.8,,15.7,79.2,0,"0","","",259,,,,,,
1328,651,"14/04/1999","29/04/1999",0.067,0.0442,6.5,4.6,11.1,4318.7,208.76,160.29,43,-7.9,,44.2,81.8,0,"0","","",257,,,,,,
1329,652,"14/04/1999","29/04/1999",0.0486,0.0383,9.8,8.1,17.9,5677.4,245.63,203.98,154,205.1,,103.7,74.8,0,"0","","",232,,,,,,
1330,653,"14/04/1999","29/04/1999",0.0342,0.0374,7.2,6.9,14.1,6087.4,216.38,205.98,36,44.6,,43.8,75.1,0,"0","","",260,,,,,,
1331,654,"14/04/1999","29/04/1999",0.0854,0.0496,5.2,5.4,10.6,4762.2,321.46,190.86,28,266,,143.3,79.3,0,"0","","",257,,,,,,
1332,655,"14/04/1999","29/04/1999",0.0464,0.0391,9.8,7.1,16.9,6586.8,239.64,207.34,48,64.6,,26.2,78.7,0,"0","","",265,,,,,,
1333,656,"14/04/1999","29/04/1999",0.0684,0.0427,6.8,5,11.8,5027.2,254.93,174.63,25,89.4,,54.5,78.8,0,"0","","",264,,,,,,
1334,657,"14/04/1999","29/04/1999",0.0511,0.0411,12.7,0,12.7,4316,200.69,153.96,87,27,,48.5,75.1,0,"0","","",227,,,,,,
1335,658,"14/04/1999","29/04/1999",0.0678,0.0459,5.9,4.1,10,4313.4,222.94,153.7,93,69.8,,83.5,75.1,0,"0","","",249,,,,,,
1336,659,"14/04/1999","29/04/1999",0.0655,0.0413,5.8,4.6,10.4,3523,201.16,123.75,47,-5.6,,43.3,74.7,0,"0","","",234,,,,,,
1337,660,"14/04/1999","29/04/1999",0.0519,0.0407,7.9,6.6,14.5,6171.5,231.25,197.75,23,79.1,,36.1,74.1,0,"0","","",260,,,,,,
1338,661,"14/04/1999","29/04/1999",0.0492,0.0389,6.8,3.4,10.2,4190.6,204.34,141.2,29,-24.5,,4.6,75.4,0,"0","","",253,,,,,,
1339,662,"14/04/1999","29/04/1999",0.062,0.0415,6.7,5.5,12.2,4917.1,235.95,166.8,29,20.8,,53.7,79.1,0,"0","","",257,,,,,,
1340,663,"14/04/1999","29/04/1999",0.0482,0.0393,7.6,5.9,13.5,5347.3,224.81,176.02,18,110.8,,85.7,68.6,0,"0","","",250,,,,,,
1341,664,"14/04/1999","29/04/1999",0.0634,0.0432,6.3,6.2,12.5,5689.1,259.37,200.03,32,184.5,,113.6,70.7,0,"0","","",255,,,,,,
1342,215,"14/04/1999","29/04/1999",0.0373,0.0346,7.4,6.2,13.6,5710.8,206.71,179.63,129,17.4,,-16.6,69.8,0,"0","","",234,,,,,,
1343,350,"14/04/1999","29/04/1999",0.0566,0.0371,7.8,5.5,13.3,4453.5,221.74,151.12,183,87.7,,77.5,78.2,0,"0","","",234,,,,,,
1344,524,"14/04/1999","29/04/1999",0.082,0.0432,8.9,0,8.9,4793.7,230.53,161.08,230,26.8,,-16.1,76.1,0,"0","","",234,,,,,,
