vreKey,cowKey,vreDate,reason,diagnosis,extra,vetKey,comment
5124,8243,23/06/16,PREGD,PREG,LASTSERVICE,,
5125,8244,23/06/16,PREGD,PREG,LASTSERVICE,,
5126,8248,23/06/16,PREGD,PREG,LASTSERVICE,,
5127,8249,23/06/16,PREGD,PREG,LASTSERVICE,,
5128,8250,23/06/16,PREGD,PREG,LASTSERVICE,,
5129,8252,23/06/16,PREGD,PREG,LASTSERVICE,,
5130,8254,23/06/16,PREGD,PREG,LASTSERVICE,,
5131,8255,23/06/16,PREGD,PREG,LASTSERVICE,,
5132,8257,23/06/16,PREGD,PREG,LASTSERVICE,,
5133,8259,23/06/16,PREGD,EMPTY,,,
5134,8262,23/06/16,PREGD,PREG,LASTSERVICE,,
5135,8263,23/06/16,PREGD,PREG,LASTSERVICE,,
5136,8264,23/06/16,PREGD,PREG,LASTSERVICE,,
5137,8266,23/06/16,PREGD,PREG,LASTSERVICE,,
5138,8267,23/06/16,PREGD,PREG,LASTSERVICE,,
5139,8268,23/06/16,PREGD,PREG,LASTSERVICE,,
5140,8269,23/06/16,PREGD,PREG,LASTSERVICE,,
5141,8273,23/06/16,PREGD,PREG,LASTSERVICE,,
5142,8277,23/06/16,PREGD,PREG,LASTSERVICE,,
5143,8279,23/06/16,PREGD,PREG,LASTSERVICE,,
5144,8280,23/06/16,PREGD,PREG,LASTSERVICE,,
5145,8281,23/06/16,PREGD,PREG,LASTSERVICE,,
5146,8282,23/06/16,PREGD,PREG,LASTSERVICE,,
5147,8285,23/06/16,PREGD,PREG,LASTSERVICE,,
5148,8288,23/06/16,PREGD,PREG,LASTSERVICE,,
5149,8289,23/06/16,PREGD,PREG,LASTSERVICE,,
5150,8294,23/06/16,PREGD,PREG,LASTSERVICE,,
5151,8295,23/06/16,PREGD,PREG,LASTSERVICE,,
5152,8301,23/06/16,PREGD,PREG,LASTSERVICE,,
5153,8302,23/06/16,PREGD,PREG,LASTSERVICE,,
5154,8303,23/06/16,PREGD,PREG,LASTSERVICE,,
5155,8305,23/06/16,PREGD,PREG,LASTSERVICE,,
5156,8307,23/06/16,PREGD,PREG,LASTSERVICE,,
5157,8308,23/06/16,PREGD,PREG,LASTSERVICE,,
5158,8309,23/03/16,PREGD,PREG,LASTSERVICE,,
5159,8310,23/06/16,PREGD,PREG,LASTSERVICE,,
5160,8311,23/06/16,PREGD,PREG,LASTSERVICE,,
5161,8315,23/06/16,PREGD,PREG,LASTSERVICE,,
5162,8316,23/06/16,PREGD,PREG,LASTSERVICE,,
5163,8317,23/06/16,PREGD,PREG,LASTSERVICE,,
5164,8318,23/06/16,PREGD,PREG,LASTSERVICE,,
5165,8319,23/06/16,PREGD,PREG,LASTSERVICE,,
5166,8322,23/06/16,PREGD,PREG,LASTSERVICE,,
5167,8325,23/06/16,PREGD,EMPTY,,,
5168,8329,23/06/16,PREGD,PREG,LASTSERVICE,,
5169,8332,23/06/16,PREGD,PREG,LASTSERVICE,,
5170,8336,23/06/16,PREGD,PREG,LASTSERVICE,,
5171,8338,23/06/16,PREGD,PREG,LASTSERVICE,,
5172,8340,23/06/16,PREGD,PREG,LASTSERVICE,,
5173,8342,23/06/16,PREGD,PREG,LASTSERVICE,,
5174,8343,23/06/16,PREGD,PREG,LASTSERVICE,,
5175,8349,23/06/16,PREGD,PREG,LASTSERVICE,,
5176,8352,23/06/16,PREGD,PREG,LASTSERVICE,,
5177,8354,23/06/16,PREGD,PREG,LASTSERVICE,,
5178,8355,23/06/16,PREGD,EMPTY,,,
5179,8356,23/06/16,PREGD,PREG,LASTSERVICE,,
5180,8359,23/06/16,PREGD,PREG,LASTSERVICE,,
5181,8360,23/06/16,PREGD,EMPTY,,,
5182,8361,23/06/16,PREGD,PREG,LASTSERVICE,,
5183,8362,23/06/16,PREGD,PREG,LASTSERVICE,,
5184,8363,23/06/16,PREGD,PREG,LASTSERVICE,,
