"vreKey","cowKey","vreDate","reason","diagnosis","extra","vetKey","comment"
NA,9874,2017-03-24,NA,"empty",NA,NA,NA
NA,9592,2017-03-24,NA,"empty",NA,NA,NA
NA,7657,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8020,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6402,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5787,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7000,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7427,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6224,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7085,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6445,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5545,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6707,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5720,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7741,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7769,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6916,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6367,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8012,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6952,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7726,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7086,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7695,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5678,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6992,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6676,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6926,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6940,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5627,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6313,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7088,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5272,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5808,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7299,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6424,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7405,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6349,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8914,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7183,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6373,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7703,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6354,2017-03-24,NA,"pregnant",NA,NA,NA
